error rates : 124
original, flowids, expected
139 -1191696189 4
139 1210592687 6
139 -1041700602 113
139 -1330684133 3
139 -707120402 6
139 1581119581 4
139 -1731541446 19
139 -1686668502 13
139 1260771556 118
138 -1697775672 126
138 1148064349 110
138 574927483 136
138 1552245282 12
138 -1705356401 136
138 -1983902069 28
138 899468832 116
138 -712080882 2
138 -1708304598 138
138 -1587348353 130
138 -1309340423 3
138 499854569 8
138 -1476338396 2
138 58705956 136
138 -409333602 5
138 442719666 2
137 -1157660204 134
137 944449555 6
137 -2138363929 135
136 1972364643 123
136 526567257 134
136 13204537 132
136 1531097685 4
136 358014022 136
136 -1619272063 136
136 416358397 109
136 -1135968183 2
136 1045063658 54
136 -243784350 32
136 -1794386544 60
136 192480062 20
136 958864720 132
136 -1794948927 4
136 2109482953 2
136 1582033378 14
136 -103192352 4
135 1078033492 9
135 191755383 55
135 322471818 135
135 1053578684 52
135 1977577220 5
135 1420189725 5
135 859525072 135
135 615066037 2
135 -82215410 129
135 177434633 16
135 -1819728718 8
135 -2067148427 9
135 1568970343 20
135 616858109 19
135 671143861 106
135 -446608582 66
135 -309398774 34
135 2103800261 130
135 -71617123 12
135 424219494 94
135 2098513367 24
134 521506999 106
134 2117773708 27
134 -1837272253 120
134 -628345906 116
134 -691668620 13
134 2007105603 4
134 -784628419 14
134 660674212 132
134 -1320615489 131
134 1448133651 8
134 -658164013 4
134 1002107340 4
134 990976101 4
134 -1295761225 124
134 -223712990 2
134 -1091254595 12
134 -484846854 128
134 -520607081 2
134 1475626810 12
134 519215427 2
134 -605437807 134
134 522775041 132
134 -1327548443 2
134 1743964863 4
133 -1813131491 29
133 1181207183 2
133 -1582129509 3
133 312304093 4
133 1601996183 20
133 1143227569 129
133 1379373065 116
133 1419183295 4
133 -1354341949 128
133 -1663830221 2
132 825108117 124
132 1479111957 132
132 -1112134257 11
132 846350889 130
132 1191145740 90
132 -1115821924 20
132 -1367430812 5
132 501674333 2
132 -40994004 17
132 -834064384 2
132 -1033531899 100
132 -928052871 20
132 -1601076612 6
132 1204492460 112
132 -1993305187 20
132 806510287 8
132 -1472098889 66
132 -489780625 20
132 -66482161 10
132 375346278 128
131 229632209 4
131 -201207869 23
131 733355853 33
131 -1188264693 131
131 833475156 60
131 -372951222 20
131 1847003817 4
131 -1821090501 107
131 1467061937 99
131 -210907977 124
131 1039675001 2
131 -2109696128 3
131 553744309 4
131 -577155870 58
131 940430217 28
131 1616543350 12
131 -1299803779 2
131 -231222545 2
131 -1922276952 122
131 -2032061117 24
130 -1034362299 19
130 -929980821 110
130 -323730263 128
130 -1294573340 126
130 -1022856480 116
130 -2043385140 9
130 -1550986981 20
130 -867054965 4
130 -1966934104 12
130 257056580 110
130 1016008767 106
130 -1480197635 98
130 812906923 2
130 822195261 130
130 -1412378903 8
130 -1594978024 128
130 -59503550 16
129 2134187385 12
129 2026793793 84
129 -359212523 117
129 -568966766 125
129 1256616652 2
129 -18636329 6
129 2121040557 12
129 1935917152 91
129 359360239 118
129 1381308377 24
129 656671265 107
129 -135955655 2
129 1548486089 6
129 -1453317910 4
128 -340475768 126
128 1354845960 124
128 2007082814 113
128 246926661 4
128 -792796503 64
128 1020106524 128
128 1232955758 7
128 -222551773 110
128 1202792760 92
128 1218384893 14
128 2038592749 116
128 1376357568 14
128 -1150818552 20
128 516651703 8
128 -4595859 110
127 -1947460161 98
127 -1188308191 118
127 115340738 26
127 73665738 125
127 1452631315 21
127 852648598 120
127 -1702854980 11
127 -1436687148 90
127 1217304286 2
127 2112193619 2
127 488656827 2
127 1448995211 2
126 -1230099447 59
126 -582936278 6
126 1636202105 102
126 -1317661748 124
126 -1041722891 126
126 1382553768 114
126 -1289019791 44
126 1391155449 4
126 -1540343582 120
126 -137503692 2
125 -1753275730 83
125 -469689818 114
125 -578027050 8
125 -1708622196 17
125 -1487821434 123
125 1223394319 5
125 1799029368 2
125 -1385897167 7
125 1972491217 80
125 -438645258 2
125 -8853522 6
125 2081150977 8
125 -1654784084 68
125 2107274431 120
125 1179503827 112
124 408738631 83
124 -1921434263 122
124 -209067280 11
124 321574858 120
124 -787363770 20
124 -1809683496 124
124 369155066 20
124 407583079 10
124 15488276 104
124 1179579952 124
124 -1257828123 6
124 1529845333 122
124 422901380 20
124 855764983 24
124 2074179333 118
124 818626943 2
123 -1729964891 123
123 -760448917 5
123 -1112237764 8
123 -760523071 119
123 1650356849 123
123 -901334011 70
123 -759139092 21
123 -594623251 22
123 950640471 2
123 -1816784395 22
123 -1706884791 4
123 -995426951 20
123 -294885461 116
122 1267118223 118
122 152184670 8
122 1544968669 102
122 427479798 96
122 -1490290043 110
122 -298219966 116
122 -232895950 106
122 1093779119 2
122 956990113 114
122 359275508 122
122 -1201088649 2
121 -871956866 121
121 -1583530507 9
121 1850363853 56
121 426934553 113
121 -1286315559 30
121 1470671837 6
121 1322029133 7
121 -1450414337 8
121 1673128519 121
121 -241395290 121
121 732912805 110
121 272537115 112
120 -477373432 52
120 626362326 112
120 5209975 116
120 513623505 88
120 -1942969529 112
120 -1159521159 2
120 1504263163 2
120 555139595 8
120 -762756479 4
119 -274761488 109
119 -1204888947 97
119 734441444 101
119 2037827080 119
119 1665241764 53
119 1686057155 97
119 1303857979 2
119 -1716645446 2
119 -193306787 10
119 -1168538195 8
119 -931180854 8
119 1846907995 12
118 1722678059 24
118 -858461712 17
118 1226348862 24
118 -1241880059 110
118 1746889423 108
118 573250436 106
118 2004864597 4
118 -1295980176 48
118 -968340264 15
118 906610883 4
118 -1887756147 4
118 -825716963 2
118 507450800 114
118 1037366842 106
118 1620220459 16
118 803361424 2
118 -1509134261 114
118 741786963 4
118 1912575925 10
118 162854455 6
118 -1818138198 118
118 -830467922 2
118 -1599715875 4
118 2015290109 2
118 1985030749 106
118 -55438324 110
118 -144824167 4
118 1295006039 50
117 -1863689197 62
117 -1375825486 114
117 -643098674 117
117 -256881510 2
117 110733127 2
117 1270396882 113
117 975854509 28
117 -889277267 97
117 1183393170 4
117 503424588 2
116 10863077 106
116 1259283399 112
116 1432299231 12
116 -2021580851 116
116 1780285180 10
116 1495701820 101
116 -997914150 100
116 849127502 4
116 -132112624 116
116 1464613475 112
116 -874601741 4
116 219665205 92
116 1780478694 2
116 362566317 20
116 1722494757 2
116 1940126936 116
115 -1762696225 110
115 397112319 82
115 -622714723 105
115 -1796083121 5
115 -364773702 9
115 -321352446 8
115 499870303 54
115 1374422662 98
115 382694547 110
115 -76920159 20
115 1253180143 3
115 -1844180801 66
115 -1050328975 20
115 1331582843 2
114 -1843614792 104
114 -227588080 69
114 1026840280 2
114 -392067730 64
114 649797268 4
114 -1823396704 2
114 1981539212 9
114 472118464 6
114 -235512397 92
114 -523696112 104
114 381229048 2
114 1807692776 20
114 1966084590 6
114 1763138316 90
114 1294495456 20
114 1722564077 6
114 541780320 4
114 -43892335 112
114 21655284 62
114 -443589551 2
114 1073578832 102
114 -231358612 112
113 -1900697045 113
113 986712237 95
113 -1346446714 11
113 -1727846050 111
113 385053928 12
113 -67151905 77
113 89284681 16
113 -651478184 113
113 -136641986 15
113 652011632 2
113 580342503 2
113 -2119762314 2
113 1148590805 16
113 724660031 20
113 771944294 106
112 -1410882405 108
112 1703421525 96
112 -317410742 8
112 968052565 7
112 -165907264 110
112 101410363 4
112 1567220333 4
112 1029339939 6
112 -1558876129 112
112 600115443 16
112 1323135942 76
112 808627979 4
112 -2035073939 102
112 -29872788 94
112 -1199895651 102
112 165471900 100
112 1982367763 84
112 1694525346 104
112 136085626 10
112 2043695023 46
111 1584407707 107
111 -1482287319 104
111 -1589621627 13
111 1972677906 111
111 1875639637 33
111 -1253234107 4
111 1711596594 37
111 856106626 2
111 510079082 4
111 -1381442144 107
111 318652493 74
111 1385106541 82
111 -1249131919 7
111 -181326814 5
111 1965366322 85
111 -1834162748 4
110 -1328644031 16
110 1472003125 27
110 -1565312056 110
110 -642306807 4
110 1865585164 110
110 -1778511543 110
110 1036066485 108
110 871873263 4
110 -2083066051 32
110 -1356473425 4
110 1455402255 106
110 1231274349 2
110 -1229605463 94
110 323516818 2
110 2099807804 106
110 -380237731 78
110 422920335 104
110 -941920199 102
110 66440665 9
110 -215409496 110
110 241750994 2
110 -1204137972 2
110 -1122222314 104
109 150214396 103
109 -1109785808 10
109 377713748 107
109 -1547732964 35
109 1091301347 20
109 -213490370 7
109 905777461 77
109 -1734444173 93
109 -1109515691 8
109 -628685035 109
109 768518884 2
109 -771973420 60
109 -314889187 6
109 540288828 2
109 -359687938 2
109 516346146 12
109 1048152973 20
108 603627192 100
108 -1615755681 7
108 -1388780583 16
108 1224990660 106
108 -2034848390 106
108 866022807 20
108 1719712132 10
108 585981235 108
108 2124023028 2
108 302644585 4
108 -111290080 4
108 67697753 2
107 -1345637627 104
107 1847586747 3
107 -910458800 13
107 -1553729408 105
107 163440408 2
107 38570908 36
107 83265163 6
107 284213836 54
107 1656092212 6
107 1249888350 72
106 -756390261 3
106 177289030 79
106 -205125813 15
106 823917423 75
106 1603024867 4
106 807512397 9
106 -298738296 3
106 1310711195 104
106 -577059565 2
106 1572259384 74
106 -503613743 6
106 -33059032 30
106 1049896842 20
106 -1922456461 78
106 2013471663 60
106 1604380827 101
106 -1865047541 32
106 -1578033323 98
106 892412185 106
106 -550393444 4
106 -1082585828 88
106 -1235191110 106
106 1015318503 6
106 754115111 106
105 -1244356704 101
105 -765267147 2
105 132361819 99
105 -1050107749 105
105 -690205563 6
105 -1350559119 12
105 692988463 8
105 1637344689 16
105 -348100488 2
105 -572350241 29
104 -1003792227 96
104 -811485274 82
104 89250546 73
104 1938140189 6
104 -374687945 27
104 -177664404 70
104 1202018138 6
104 1688085945 2
104 -1319994529 58
104 2035088834 5
104 -674889447 2
104 652927945 102
104 1446336882 20
104 -856298636 4
104 -992107888 6
104 795682030 104
104 -304189956 5
104 -1200432556 2
104 475561951 4
104 -1479789309 104
104 -531381848 42
104 -448728258 2
104 1031125826 8
104 -328844330 2
104 393671962 4
104 829646129 86
104 -1723307096 56
103 -736457362 10
103 617047852 19
103 366878379 6
103 639587436 32
103 -230328318 5
103 -59692955 2
103 -2131208347 55
103 1949202036 90
103 -303481244 20
103 501878334 94
103 908839636 9
103 -175803652 56
103 -1869234562 86
103 462460796 4
103 1771364052 48
102 -1001324765 8
102 689017212 96
102 892832444 6
102 -972697895 102
102 -356123750 12
102 795730876 4
102 -1295407854 66
102 -1066618397 20
101 -1390227886 7
101 -1875882577 61
101 -980398841 6
101 191378068 3
101 -2044593567 94
101 -1458478612 82
101 1969176099 6
101 872164161 4
101 -568657092 16
101 1848827514 2
101 845968390 16
101 -1440545243 18
101 -180645818 4
101 -2049465701 74
101 -330664973 58
101 -650693770 8
101 -410719333 18
100 -741024687 78
100 -393304468 2
100 -1798369788 44
100 -1054428698 80
100 1564993421 80
100 -1998223324 100
100 -1545528249 24
100 893855028 90
100 -1948904332 6
100 880763953 6
100 -1315414666 8
100 -170716594 88
100 -1513210355 2
100 -1283139843 4
100 683772081 48
100 -983364623 2
100 -2138695014 4
100 230184264 4
100 1820394385 24
100 -681131450 20
100 -1011876359 20
100 123545313 2
99 -45860403 7
99 151547771 6
99 -1452282899 4
99 2138300227 2
99 317968428 11
99 1903445453 86
99 223294907 4
99 -1117425939 78
99 1644539276 62
99 -507204219 4
99 -472469012 3
99 1219730762 12
99 -1378638996 2
98 1541439975 48
98 -1478773893 70
98 -41402803 88
98 -1792345175 28
98 -447629274 4
98 1971166431 6
98 1789485058 15
98 -698046906 14
98 -2140435187 20
98 -1270106002 51
98 -703052759 96
98 -1509365423 2
98 751988707 98
98 2124221644 2
98 68116720 84
97 643918656 13
97 1205585755 92
97 1979394000 7
97 -525920975 93
97 -1718863053 5
97 1232691479 94
97 -117034563 5
97 -1207451629 12
97 946130149 5
97 30075413 4
97 -185622696 74
97 323284145 79
97 445746504 6
97 -1088648274 84
97 -1393174095 4
97 -1863230554 4
97 87450309 4
97 1011724959 3
97 -124974477 64
97 314607377 14
97 821389469 3
97 -1248269141 86
97 269009832 2
96 -2033485794 12
96 -624415289 6
96 691124935 88
96 -1147010041 94
96 -1801812106 7
96 674437804 92
96 -89571766 94
96 -1109360138 55
96 1690993379 5
96 2088799155 13
96 151233367 4
96 -1988011146 2
96 -486528465 20
96 -1829556543 4
96 726139520 20
95 -825640978 61
95 422037318 7
95 188556649 95
95 1012643784 95
95 -1654944196 90
95 728733333 44
95 -2088977050 20
94 -492158191 16
94 1936386504 72
94 1956450701 66
94 -1125005129 10
94 1340913766 20
94 1362852975 11
94 -149358975 36
94 1628051374 8
94 404169533 16
94 -837370827 8
94 1075756617 2
93 436267658 67
93 538907892 27
93 -1667866199 89
93 -50794443 5
93 289090217 2
93 -1845240844 20
93 1802375703 6
92 178713901 50
92 659299693 8
92 -913122534 2
92 -776610847 3
92 691320472 5
92 1746809037 92
92 590456566 82
92 -1778740501 10
92 -1106519599 2
92 2020458986 30
92 -1350767205 10
92 -2037744669 6
92 -1962788231 92
92 317487822 4
92 1078443711 58
91 426824723 81
91 1787588482 50
91 -1221327513 13
91 -1281219836 9
91 1310111339 64
91 -1484703338 2
91 -1752415434 37
91 -400085228 22
91 -1109477022 56
91 80362226 2
91 220043601 20
90 -223485819 20
90 -2010761564 88
90 -117939456 3
90 56576854 42
90 1189202137 50
90 -350753387 7
90 462985360 82
90 -667677416 2
90 441859888 20
90 -2086920600 5
90 1116010592 3
90 -934549919 8
90 581162454 39
90 -797645517 90
90 1146300840 70
90 -1485639682 10
90 -1406473408 74
90 -527868738 10
90 -1933330233 40
90 -1077874467 8
90 1723208473 4
90 1852108790 2
90 -146564400 24
89 1605661515 75
89 -300636482 77
89 -1128059082 87
89 1788547352 11
89 -1558949547 2
89 1901482291 8
89 -416900338 12
89 1276884480 69
89 -150193741 81
89 1483307136 68
89 864483272 72
89 2145686128 5
89 -945258115 2
89 -1240024472 20
89 390913102 42
89 255761334 2
88 1109574810 2
88 -1578508447 73
88 -1628093252 2
88 -1824329836 80
88 -121186378 69
88 1771086440 8
88 1645949730 12
88 760647858 3
88 -3132825 72
88 -164065341 88
88 -1895607697 76
88 1749977180 4
88 -90732697 6
88 -1725100498 20
88 1243148653 2
88 1232038181 64
88 724889713 4
87 2000446021 67
87 1554299550 43
87 1644953588 20
87 1015160286 10
87 -118641641 19
87 -392470902 4
87 1054935581 46
87 -400962405 4
87 -661984362 42
87 -367570027 26
87 1677980812 41
87 1303872060 6
87 -2091544067 8
87 -9572401 20
87 -1223319486 20
87 637274277 2
87 1915865284 2
87 -1358658950 10
87 -1034663085 20
87 872151299 2
87 -484119995 20
86 890295057 32
86 52519944 4
86 1368202385 50
86 484896877 2
86 -2137060545 16
86 664638331 5
86 -330357559 84
86 -1178881497 5
86 -876880993 2
86 668280281 20
86 327273676 10
86 8786439 66
86 -364008604 20
86 -167443139 82
86 -1277517863 2
86 -554649251 20
86 1585449024 78
86 904309492 20
86 1982152351 20
85 1755818555 17
85 776409264 61
85 201992083 66
85 1781292196 5
85 -683233107 9
85 497205656 8
85 1030049420 10
85 -571872781 75
85 -469400472 78
85 -723450963 22
85 -582101467 2
85 1740923662 4
85 -252828000 72
85 -2082958426 2
85 1477621400 20
85 -648940656 3
85 1807932499 8
84 1865355027 76
84 953956030 8
84 1242468175 2
84 2093616333 4
84 410576358 44
84 964380 43
84 -12016153 12
84 -1397566246 50
84 -453358774 74
84 546185022 11
84 316640638 26
84 1809978593 68
84 588196079 82
84 -394363598 32
84 -1150990161 6
84 -1473162381 49
84 7636016 20
84 -1346552465 74
84 1790524509 6
84 -1557876753 2
84 480270597 20
84 1279378435 6
84 1116354741 9
84 -1186760582 70
84 -1703750188 62
84 -870082636 4
84 -1353503489 2
84 350540147 2
84 -1529508870 6
84 1521076708 4
84 -762047085 2
83 1748254082 48
83 111116697 11
83 -1448448033 4
83 -1677299563 4
83 1362108499 6
83 2054059195 2
83 734846774 2
83 -865180827 20
83 -652978115 74
83 924209662 4
82 -1823433400 4
82 1299153362 10
82 1824211834 58
82 -1498277203 68
82 -1374919546 6
82 355391909 12
82 2112646202 2
82 942605610 70
82 1903560586 72
82 -4648381 4
82 247854285 6
82 7627605 72
82 2042285936 4
82 2010928938 2
81 -1977418650 81
81 1402342684 3
81 -1595499371 13
81 -1787320832 3
81 164646603 64
81 2119964377 7
81 1309675176 60
81 2038770752 3
81 1452972571 72
81 1424288656 20
81 -1504292200 2
81 -61967068 20
80 315130935 78
80 -1639424566 33
80 -1801208702 13
80 -1537468234 8
80 -384409601 70
80 1964885755 8
80 -1575071110 8
80 135576750 20
80 -1068913171 8
80 -1409041161 2
80 1417226312 74
80 -1065396785 20
80 -963959961 60
80 2103005608 6
80 1751315489 2
80 1009859267 20
80 375131935 2
79 -1246594470 3
79 -1727430454 8
79 -1721277412 8
79 -692145885 2
79 -874313923 7
79 1453173082 8
79 1796780354 20
79 -1455799178 35
79 -1666922236 24
79 968990430 2
79 -244074082 4
79 -26482626 30
79 382881859 70
79 -526625734 20
78 1569739427 16
78 1164352827 6
78 749134659 20
78 -1153994462 10
78 -937410791 6
78 983282366 9
78 1000571373 60
78 468836219 28
78 -724891278 14
78 77023848 62
78 -565069158 10
78 558928356 9
78 1253055729 56
78 177992710 4
78 1187200705 72
78 -790348037 10
78 -681168951 20
78 -1711832640 9
78 868935808 8
78 -1281204718 2
78 1644610897 20
78 -2064229616 7
78 -1513647733 52
78 -1797086214 14
78 1348493857 20
78 -1144599976 26
78 758133181 2
78 749639702 2
78 -967211455 6
78 723706905 4
78 -1632338649 6
78 -272284988 78
77 2127573327 45
77 1855878340 67
77 -642773014 4
77 -1951665501 10
77 2075758087 15
77 -1439701095 73
77 642821482 72
77 -1721622181 15
77 -224336373 48
76 -189899652 31
76 -169177710 66
76 -1692255099 22
76 -1133657651 20
76 -330272076 71
76 -1701540352 16
76 681129153 11
76 -1130607740 25
76 1865255606 4
76 -1455566452 27
76 -1423936422 2
76 2126550164 5
76 557187011 3
76 -340116473 65
76 1052579787 70
76 128640386 12
76 -2074346834 76
76 750382972 3
76 672317392 76
76 1631156443 6
76 1496756456 2
76 -1311418458 74
75 179817603 55
75 -1774553613 52
75 -1534143131 14
75 808014504 22
75 1038337801 3
75 683056840 11
75 914326507 23
75 613655958 54
75 -1876975310 4
75 -1756196726 9
75 697952374 7
75 350094259 20
75 -1182652264 16
75 1820442022 8
75 -941306873 70
75 695948102 52
75 2066089191 12
75 130094919 8
75 -1135916867 38
75 -311965048 2
75 370450296 20
75 30294015 44
74 1622271922 42
74 -1824407106 20
74 569054587 68
74 -446548469 6
74 -229737596 8
74 -1885916452 60
74 1826559951 20
74 716335266 10
74 -1403002267 72
74 -1799634866 2
74 -725120269 51
74 1173300895 62
74 -1476907306 2
74 891799687 7
74 -1067280039 47
74 809508211 2
74 -453495515 2
74 1819549203 2
74 615463319 8
73 1419785110 69
73 -1093843193 5
73 -2034075701 43
73 354186323 3
73 194807240 2
73 178883242 16
73 1751159976 15
73 1531766622 67
73 -1446075097 48
73 1034448046 6
73 -861272113 10
73 -1426483881 5
73 -1976599906 2
73 610592702 2
73 1185115403 2
73 765811062 4
73 1590837422 2
73 -1280783968 2
73 591341382 58
73 774540890 2
73 -789006572 6
72 -591605991 5
72 -1946768791 68
72 -1563762661 70
72 -102431417 7
72 1996461817 16
72 -2051689018 4
72 -1148488017 12
72 -488903807 62
72 -1946850801 14
72 -634648561 60
72 1794728225 8
72 757264721 4
72 -727254019 65
72 177893935 4
72 -758818807 9
72 106657398 4
72 1486801827 3
72 2047348185 28
72 77368577 68
72 1237956217 39
72 1604722387 4
72 -189237447 8
72 55776838 20
72 -532506913 4
72 372004714 42
72 -1430419953 52
72 1445299097 2
72 1228607031 2
72 -687714119 72
72 735565150 48
72 -1076516554 64
72 -213813777 2
72 236618489 70
71 639940050 31
71 -622954402 18
71 470990112 26
71 -1864903117 14
71 -1426754471 13
71 -1323308522 20
71 -1829213714 15
71 -154388602 20
71 1228954826 66
71 1434763298 5
71 1375665002 18
71 1290680562 28
71 1277541721 9
71 -91186093 42
71 377711145 20
71 -1372688647 4
70 -818987927 9
70 -2046706758 54
70 -263317360 8
70 -1918902072 70
70 858217951 32
70 1400681764 20
70 -40815165 8
70 1869361564 2
70 1045920901 56
70 1067513637 16
70 -1544522741 4
70 907285168 40
70 -1904012623 5
70 627064793 60
70 -1774981949 2
70 -1272262559 24
70 -405306840 4
70 -273085392 17
70 218652897 2
70 -2107109285 64
70 -58489716 36
70 837352310 4
70 764667941 50
70 -1713150101 2
69 1957012353 12
69 -843067328 69
69 -1430777111 3
69 523714206 24
69 -1353826675 69
69 -769161747 2
69 -2020798239 42
69 -1375709416 2
69 1446467611 63
69 1056817474 14
69 2100266918 4
69 -493208077 52
69 1619869828 29
69 42889026 40
69 -304382389 4
69 1983622910 56
68 1766293141 64
68 550030809 31
68 -722214515 2
68 -1549464264 68
68 765141508 39
68 1614210884 2
68 -1771343686 2
68 -2084823950 20
68 2022275182 20
68 109343233 8
68 1047309386 2
68 -1010279366 31
68 -1721341154 6
68 1691284482 66
68 -380354770 48
68 1752766024 62
68 -410927380 2
68 -1611060265 54
68 -632538178 50
68 962652967 64
68 -1018165623 4
68 1843817190 20
68 1737965874 20
68 360418710 6
68 1280812009 2
67 -886416311 54
67 860929236 63
67 2087288673 27
67 200552474 12
67 1332288586 4
67 991152661 8
67 -2071473941 4
67 2074054503 7
67 1188043903 6
67 1920696946 7
67 -922336673 2
67 1822503994 53
67 458537173 51
67 -1035749386 4
67 -2056418162 2
67 -1303109890 6
67 -1139444225 32
66 -618936914 50
66 156421528 37
66 229632232 23
66 518001240 52
66 -854649049 60
66 305403431 66
66 -1558047297 22
66 -570834888 10
66 398402812 46
66 1397423649 16
66 1057009617 2
66 545527705 64
66 621518706 4
66 -2058666692 48
66 64427011 20
66 1220824936 2
66 -540539040 4
66 -1348859806 20
66 -1988257409 20
66 -1037959396 20
66 -57259105 64
66 -1459232420 40
66 888660115 2
66 -365378337 2
66 19360059 62
66 -1546841083 4
66 1296030097 2
66 478581979 20
66 1821979844 4
65 1630404789 40
65 -172187072 2
65 1785871596 65
65 -640610875 23
65 -422320096 61
65 -1029030528 2
65 -2101809427 59
65 1720902158 35
65 1471450032 15
65 -1499598362 12
65 -1481352339 27
65 1424386925 9
65 187069614 55
65 1391377300 2
65 714240972 32
65 -164648013 59
65 -663287953 28
65 -1886925840 4
65 -683404355 2
65 2042404123 15
65 1877534270 20
65 -912402242 38
65 701638614 49
65 -1269510292 10
65 -1782019867 2
65 557739484 20
65 -843049109 4
65 -1455925313 4
65 646679894 2
64 -847821473 17
64 -1930192915 12
64 1879155607 12
64 1793005998 48
64 1024381896 12
64 1602617839 16
64 -775917423 3
64 901021863 35
64 1165973402 10
64 -1798846028 50
64 -723907490 58
64 -1215519813 23
64 -86936403 52
64 -658720636 2
64 -621463150 36
64 243118229 12
64 -52719375 3
64 -1311084433 40
64 -1608049011 5
64 -36999331 2
64 -816920463 4
64 -114973914 60
64 1096920283 30
64 2134551546 4
64 -1379428566 26
64 635047015 8
64 -1044672689 2
64 390130022 10
64 1799824340 44
64 5594268 20
64 -1421522237 6
64 -435569462 2
64 -157906451 48
63 839378257 48
63 508838326 25
63 -1887773923 16
63 -1626260486 63
63 -1869772110 2
63 1326347587 2
63 1157227975 27
63 -1921387502 63
63 -1836463534 36
63 -974133835 5
63 1782926727 20
63 -1874594451 44
63 1449877199 3
63 1899355495 42
62 -922843668 56
62 1386228244 16
62 569938490 20
62 1805275680 22
62 -1083410170 20
62 1135219602 53
62 -393942897 15
62 -1029962001 35
62 -1166586987 54
62 -505198534 6
62 -684260067 4
62 -1933418988 6
62 474704042 2
62 -1253646212 2
62 -81909596 56
62 1241214220 4
62 -1009083388 2
62 442244115 2
62 889972027 2
62 -2094936869 10
62 566779445 62
62 168911419 20
62 -2120268233 4
62 407724773 62
62 -1064425596 2
62 83989278 2
62 -997476726 58
61 614845825 39
61 -1763594339 18
61 1072325209 2
61 -272732609 57
61 1877092926 12
61 583671086 11
61 2136472696 41
61 -1463389664 10
61 -1248763454 9
61 -373800747 7
61 -1961112187 6
61 -1506883539 18
61 -1899270186 36
61 1529606160 18
61 -502578926 2
61 -907217846 2
61 1936767469 2
61 1070653705 2
61 1932387734 2
61 -763426386 8
61 -105504986 2
61 2082711641 20
61 1979669909 2
61 1606517407 2
61 620386256 41
61 -995716664 37
61 1520600645 16
61 1148633158 52
61 2052678355 28
61 919957896 4
61 144104480 20
61 14440405 14
61 -1062593094 4
60 1233974629 47
60 -1088777286 45
60 1069686154 4
60 706713568 60
60 -2144899613 8
60 -770534360 10
60 2133081602 42
60 940932778 56
60 1686401613 28
60 -1734876668 12
60 707044902 56
60 949778181 16
60 1285046790 10
60 1578854411 60
60 -1915275132 2
60 -557902518 2
60 1980347199 60
60 -177401046 58
60 -1271890800 4
60 793018396 20
59 1911601624 30
59 -1504315360 55
59 1361471366 49
59 210429560 27
59 -1434930908 44
59 228735129 16
59 -2019260316 57
59 -311295586 5
59 1725863554 41
59 -1661547210 25
59 -1326796498 27
59 1402389153 34
59 -853992562 6
59 -1990992088 2
59 2063815572 8
59 1015563324 4
59 -1388037506 10
59 361969840 2
59 1456860722 34
59 -100228906 16
59 -726503260 2
58 -1479387221 45
58 -1344233608 45
58 -1595530652 25
58 -1360161312 34
58 -337838116 22
58 937833908 11
58 -836319464 2
58 -86323425 42
58 -2019174330 52
58 -1610234975 9
58 -1326614911 20
58 -1076177176 18
58 46378407 10
58 -2123135905 16
58 16336447 20
58 -262954065 2
58 -1321914360 3
58 -1115261146 2
58 1777983330 4
58 905935841 16
58 1616912609 20
58 -1538673489 2
58 196745118 6
58 1474971872 52
58 -1678246680 4
58 1949312669 3
58 -6298239 22
58 952094000 2
58 -1535016111 24
58 -1630483217 46
58 2092455638 36
58 292256398 20
57 -1031472454 4
57 -497610370 13
57 -1061695913 12
57 -350024268 57
57 1496227361 6
57 553479769 37
57 1789533638 3
57 1669863137 2
57 806204594 20
57 1279133240 9
57 1718598264 38
57 -1576753830 45
57 -597370599 8
57 -49785934 2
57 -339533607 20
57 -1028169426 2
57 1057715217 9
57 -248726951 20
57 -880261112 2
57 -1323394736 2
57 -961797265 20
56 814329432 56
56 -48165657 15
56 -258600620 47
56 1711055872 56
56 1307436484 50
56 921871899 8
56 -2098725881 20
56 -810796248 28
56 -795155107 52
56 -1602018928 20
56 15410483 20
56 844571667 8
56 -1774829643 56
56 -1274487097 27
56 -749401944 12
56 603069592 2
56 -1510944524 4
56 1916192011 16
56 366065595 24
56 1361590115 4
56 1270653915 8
56 -760333779 20
55 -1439167191 15
55 -345954394 22
55 -1228269380 9
55 1392671230 37
55 1831974858 43
55 402277560 24
55 770125553 49
55 -722921996 21
55 -1941762979 14
55 1571644282 41
55 535843856 4
55 317498570 9
55 733827946 10
55 1003671422 16
55 361250682 20
55 22991952 20
55 -547642 9
55 -1721147802 4
55 -169831140 24
55 -986231370 6
55 1850177511 2
55 1327225008 51
55 -1008467322 2
55 351085181 8
55 247820608 48
55 1865693419 10
55 1764939068 2
55 -1442043532 18
55 1349909843 8
55 493356002 20
55 -1477428002 4
55 585775222 2
55 469411834 4
55 1603829778 2
55 937981658 24
55 695917496 2
54 1133267783 20
54 -401940144 46
54 778871184 30
54 -1248992907 13
54 1023174074 48
54 -1621784762 24
54 618684741 22
54 -1873661032 10
54 -1740139873 6
54 -671364792 26
54 1058049831 36
54 1307159934 11
54 202057261 16
54 -233375919 4
54 -1838990789 5
54 -341274441 38
54 -920841180 24
54 -1173690101 24
54 -170940858 10
54 -1416264975 7
54 147064700 20
54 -915930837 4
54 -1287524600 2
54 265822607 30
54 607206600 10
54 -1817052118 42
