error rates: 246
66 -1314442905 8
66 -963959961 60
66 -1611060265 54
66 -2112117570 2
65 -2034001045 15
65 2000446021 67
65 -422320096 61
65 1774500152 80
65 -25333117 170
65 1177242955 27
65 -2017294613 24
65 515608854 15
65 -1602218324 2
65 -1331150033 4
65 -167443139 82
65 73363902 19
65 -111290080 4
65 -1481728436 24
64 79664962 84
64 -300636482 77
64 -1885916452 60
64 1881053836 10
64 -1605249045 118
64 -1433368319 96
64 524875020 6
64 962652967 64
63 381230164 374
63 857417034 15
63 -1921387502 63
63 1644610897 20
63 -1295407854 66
63 401747222 2
62 577416294 70
62 -1792345175 28
62 901306311 4
62 808619138 2
62 1949202036 90
62 1133355558 20
62 1309675176 60
62 627064793 60
62 -443672325 16
62 676471182 8
62 695948102 52
62 -771973420 60
62 1078443711 58
62 -471758596 8
62 946252078 2
61 -169177710 66
61 58185550 39
61 569938490 20
61 1055128282 5
61 -362734305 20
61 1571644282 41
61 -341274441 38
61 -393942897 15
61 -230328318 5
61 322772078 2
61 1314423198 20
61 1498240924 6
61 -1964983408 43
61 259491764 12
60 777339084 20
60 1077640614 2
60 435442235 323
60 1519844614 812
60 1452381620 76
60 942605610 70
60 717523146 60
60 876895719 48
60 -336526778 68
60 21655284 62
60 1630413268 2
60 2066089191 12
60 1179503827 112
60 -531057018 2
59 583009826 25
59 -865542205 39
59 -249134255 36
59 860929236 63
59 -1729518357 20
59 -358271685 67
59 -1346761014 12
59 1222224020 72
59 -532701311 17
59 458537173 51
59 -1279925502 50
58 1894333167 69
58 1668980652 24
58 -1410882405 108
58 -937716116 54
58 164618596 4
58 -1992180981 286
58 465346572 13
58 -856298636 4
58 281784336 258
58 -1245218397 20
58 -1774829643 56
58 501878334 94
58 524664948 62
58 603069592 2
58 -493208077 52
58 2013471663 60
58 -369153861 16
58 980162038 4
58 1897538004 76
58 1431313458 12
58 1173088708 4
58 -883522804 6
57 -1862002853 289
57 -1294690545 16
57 191755383 55
57 549509627 4
57 320597852 39
57 434007375 2
57 -768618825 41
57 1331582843 2
57 1578854411 60
57 1877791581 8
56 -931756487 24
56 -1330832466 502
56 1586747506 45
56 1639263212 13
56 1764095764 2
56 533257702 14
56 -1513647733 52
56 151233367 4
56 -1168019778 2
56 1383136810 32
56 -6298239 22
56 935210143 2
56 -894731009 20
56 591341382 58
56 2059955226 30
55 -1510623090 8
55 -1504315360 55
55 1374422662 98
55 -1171058156 52
55 -853992562 6
55 -1537627094 55
54 887124588 172
54 1725863554 41
54 1934928878 54
54 523004154 32
54 -74774757 10
54 -1865047541 32
54 1822310242 2
54 1251454130 20
54 228094209 4
54 -328909747 8
53 -2145604447 32
53 1911398048 32
53 -2113714301 12
53 1001035155 57
53 -1215519813 23
53 -1063975337 335
53 -232869085 20
53 1327225008 51
53 -1970815680 9
53 478894342 4
53 247820608 48
53 -1074761017 10
53 701638614 49
53 -330664973 58
53 -777869799 20
52 418393288 72
52 1113606044 20
52 1173300895 62
52 -997496691 54
52 1696082304 2
52 1983826123 6
51 -224220086 2
51 -1922849157 78
51 691320472 5
51 -1241796880 42
51 -989351774 49
51 245659984 820
51 284213836 54
51 1972491217 80
51 746513691 45
51 1483843280 20
50 -1845210150 8
50 178713901 50
50 1479570221 36
50 -1398946758 39
50 -876568504 286
50 -1721571715 26
50 -2005452045 45
50 -1748017645 48
50 -1941762979 14
50 -910458800 13
50 968933327 50
50 -1798846028 50
50 -1383593205 2
50 -1515988088 4
50 907363900 10
50 -723450963 22
50 1644539276 62
50 -606256419 6
50 -33059032 30
50 -1901345089 10
50 855378844 20
50 -21126569 70
50 -252828000 72
50 1444918196 330
50 1075756617 2
49 -930898626 51
49 1748254082 48
49 1630404789 40
49 -942760237 8
49 -922843668 56
49 2127573327 45
49 -1623536223 66
49 -1256610601 8
49 -653154154 10
49 -1781644178 20
49 980721926 2
49 127377046 20
49 552350946 20
48 -1621784762 24
48 -1069205500 22
48 -770732734 2
48 1058049831 36
48 1187200705 72
48 -737285948 12
48 -1954420042 8
48 -2058666692 48
48 -1343640860 2
48 705262951 12
48 561710811 16
48 2039893659 20
48 -734979575 20
47 -1214054914 10
47 2093402902 18
47 148254014 44
47 -809099238 17
47 1123469430 3
47 -778578092 47
47 -376545954 21
47 -214113432 40
47 422261235 2
47 -1091254595 12
47 1232038181 64
47 -1141202548 20
47 1409218998 22
47 390130022 10
46 -947099536 288
46 1793005998 48
46 657743847 10
46 -1029368502 7
46 566079887 35
46 -1580870730 6
46 -437249358 20
46 830741046 18
46 707044902 56
46 1886970520 176
46 -164648013 59
46 -367570027 26
46 -1242851914 2
46 -1186760582 70
46 410280141 4
46 734846774 2
46 751854766 24
46 -246454075 20
46 -709587358 4
46 264454408 14
46 -768855941 50
45 -1185476572 33
45 -916166852 5
45 1741364598 33
45 496167108 38
45 -632356867 13
45 -1880036778 49
45 -167043259 8
45 -2108962249 183
45 545082572 3
45 309704322 6
45 59066366 12
45 877319511 11
45 -81524755 14
45 482839635 2
45 1696926159 10
45 167877732 10
45 897966908 4
45 -769464740 20
45 -1376188151 20
45 47591268 46
45 -845643270 10
45 1211747067 10
44 -1417945844 44
44 -79061453 107
44 1094991744 2
44 -836044416 2
44 2040930990 4
44 -2146209608 171
44 -1448448033 4
44 1145926472 42
44 499870303 54
44 15410483 20
44 2070259760 38
44 -2118934434 20
44 -1953214189 10
44 -167278600 2
44 -218709613 220
44 -328427946 2
44 -1881438240 48
44 1563662478 20
44 341159600 4
43 -227588080 69
43 1831217640 40
43 -102431417 7
43 -671319611 17
43 -374687945 27
43 -1936030856 32
43 -824970214 7
43 922170994 31
43 518001240 52
43 603627192 100
43 -1821011080 3
43 -1666682034 43
43 -1896800729 41
43 1767444898 51
43 -582936278 6
43 -1678387310 34
43 421589480 32
43 -293229723 20
43 -2140069590 42
43 -982591617 2
43 -935035217 20
43 -441500297 8
43 -502858028 3
43 1131100880 2
43 -806341672 3
43 1774919880 2
43 -1077085744 4
43 -1797011192 5
43 -134239660 20
43 1700368170 4
43 -1335061003 20
42 1197380942 38
42 -512248685 19
42 1911601624 30
42 -1088777286 45
42 818089466 24
42 -828206735 4
42 773243248 24
42 -1383061533 4
42 -725120269 51
42 2042007197 20
42 -661984362 42
42 -1797086214 14
42 -1701186070 34
42 1135972234 34
42 -226294295 2
42 -1289019791 44
42 -1637110252 42
42 -687608542 4
41 -1563762661 70
41 -1034814569 583
41 -2026896732 39
41 1602617839 16
41 1570704908 5
41 1554299550 43
41 -1741344486 16
41 -321352446 8
41 1379589519 47
41 -975515801 306
41 400569063 3
41 -1493053013 2
41 632167583 10
41 -479480046 4
41 -1555712289 8
41 204795490 4
41 1237956217 39
41 -1207010934 12
41 793018396 20
41 -1211884821 2
40 749134659 20
40 -156825076 31
40 229632232 23
40 -30143380 36
40 2087288673 27
40 -1531874177 20
40 -2120603751 4
40 -1416264975 7
40 -121186378 69
40 -1673638831 7
40 1189202137 50
40 -1281204718 2
40 -792796503 64
40 -681066991 3
40 -578523590 20
40 350094259 20
40 -718083278 20
40 581162454 39
40 -951294443 106
40 -397370327 8
40 -772280945 2
40 624399624 2
40 -1824500 20
40 -1853095999 6
40 -1690674127 20
40 859264101 40
40 -1806024759 3
40 193207576 2
40 240974246 4
39 508838326 25
39 1644727880 17
39 665802076 36
39 821504272 4
39 683056670 4
38 -955685430 16
38 -185101965 530
38 1361471366 49
38 1112282153 2
38 1875639637 33
38 -174822547 4
38 599195235 20
38 -149846772 8
38 -90877513 10
38 1947020073 2
38 2130917523 2
38 -1948904332 6
38 422647213 20
38 -696170989 2
38 369155066 20
38 -1374706257 542
38 284296171 150
38 1164485158 2
38 228193965 38
38 127201190 2
38 -803712781 2
38 -1143924756 2
37 -1002948537 5
37 156421528 37
37 -371169617 18
37 -504035452 129
37 -897995593 21
37 -415020042 28
37 765141508 39
37 -584769620 12
37 1738585181 137
37 658570481 6
37 -1044429642 6
37 263457857 2
37 864483272 72
37 -1032486948 3
37 471078735 15
37 -827971570 9
37 -1459232420 40
37 -76896364 54
37 -650693770 8
37 -69045776 44
37 1793402187 20
37 -921538345 2
36 -1722196396 8
36 -339764071 20
36 229632209 4
36 -1589621627 13
36 1770755423 5
36 -641035699 2
36 905148446 41
36 -61013960 10
36 -448191707 14
36 1029660163 12
36 -1248763454 9
36 1552245282 12
36 -2083066051 32
36 -1603224932 48
36 -698046906 14
36 1181207183 2
36 -372951222 20
36 -1581480126 20
36 -1021724928 10
36 -1417903846 10
36 853934784 20
36 317798614 40
36 -1657911627 6
36 -932001191 2
36 -581161907 7
36 -597370599 8
36 -1836463534 36
36 1224077585 20
36 531289905 20
36 -1446075097 48
36 -1315408366 20
36 -440204211 4
36 1906893443 20
36 -149358975 36
36 -458759640 14
36 -1967004507 30
36 -1899421182 2
36 -1513433296 36
36 2120721358 34
36 -33102427 24
36 1020945124 14
36 -382896376 2
36 1417355672 56
36 377459257 12
36 -1807859183 2
36 904309492 20
36 -154129481 2
35 975695085 22
35 1748747312 4
35 179817603 55
35 -1488224600 212
35 1001996243 37
35 -279327011 41
35 1335400679 20
35 -570834888 10
35 1253055729 56
35 1223152333 12
35 1505858023 15
35 -1475752200 3
35 1796063913 3
35 1616912609 20
35 1218384893 14
35 618936645 3
35 -888494544 2
35 -1874594451 44
35 -2118872453 46
35 310373413 8
35 1947277635 8
35 314607377 14
35 -1630483217 46
35 -648940656 3
34 1628308860 32
34 1232691479 94
34 1157227975 27
34 -586127140 12
34 1757152903 4
34 -655103350 6
34 -535779415 74
34 2046656800 38
34 398641879 2
34 -150193741 81
34 -2129406404 20
34 1448510100 2
34 575308759 8
34 26591003 80
34 -410927380 2
34 625708223 20
34 -479819548 36
34 1741905344 32
34 -1638905308 32
33 -200924106 2
33 -1868597608 24
33 -908333921 14
33 1224568835 37
33 -782584040 10
33 -2095412146 3
33 1782926727 20
33 -1455799178 35
33 969563851 16
33 -1820411928 378
33 1673222299 4
33 -963470650 126
33 -541929633 3
33 -632538178 50
33 -1967095510 2
33 522539175 14
33 1295006039 50
32 695319319 3
32 -318154920 20
32 -1774553613 52
32 -564898007 28
32 1226348862 24
32 220656399 10
32 -1777032653 10
32 380159305 22
32 -458629427 5
32 102699765 18
32 -86323425 42
32 -470591396 3
32 2133081602 42
32 -2044258717 36
32 651809113 32
32 -2040811720 10
32 -1467402657 18
32 1875773350 12
32 531259073 12
32 -1025774116 4
32 -1327826547 32
32 -1648347627 39
32 -1996326178 8
32 -1545528249 24
32 188971903 18
32 -621463150 36
32 -1270516203 36
32 420834031 4
32 -262873603 12
32 -1672803255 8
32 -489611735 2
32 -111568291 20
32 -708396354 28
32 -1248412306 2
32 -144824167 4
32 -567952194 2
32 -1139444225 32
31 -477481208 3
31 1331366380 10
31 -138213456 8
31 -72330907 8
31 -2040284877 21
31 -1254329490 42
31 -805215388 27
31 -1034362299 19
31 -1319994529 58
31 719907433 18
31 952270868 30
31 1774918714 6
31 626685430 3
31 1659315960 2
31 1934957342 4
31 242906801 9
31 1785685863 22
31 874096702 31
31 1397035771 4
31 948802025 2
31 1604474526 10
31 -1948067951 29
31 1848281554 13
31 818997706 9
31 862279078 12
31 -1353331388 4
31 750901952 4
31 -2071734466 61
31 2109482953 2
31 -1616773181 4
31 -2070228192 20
31 829412398 2
31 1172187066 6
31 -1541137007 3
31 -1269658159 28
31 320916460 4
31 2016133268 2
31 1308711953 4
31 137496222 20
31 1316005932 2
31 -1836879776 8
30 1595964370 5
30 681979370 21
30 -578420700 2
30 1637675200 32
30 -578027050 8
30 -226212987 10
30 664491715 11
30 639587436 32
30 1951512810 49
30 1100124473 92
30 -993467350 102
30 -1922025397 10
30 71247779 9
30 1550938431 5
30 -1270992385 2
30 -199811637 163
30 1796780354 20
30 687005610 20
30 808975593 22
30 -1752370129 4
30 1777515373 30
30 1174369309 10
30 -1302601322 2
30 -457436931 34
30 -1863230554 4
30 -1773392865 38
30 -971989957 8
30 1048152973 20
30 1509854456 2
30 1815952873 4
29 874056994 29
29 -1543335568 2
29 1792116269 12
29 -607487162 9
29 -62005274 5
29 56576854 42
29 1921783631 8
29 -710018626 36
29 -475823129 30
29 -1734601469 5
29 -629230712 26
29 1741702639 10
29 1210177593 7
29 -1150990161 6
29 1614409897 47
29 2051542917 8
29 -1510830393 6
29 -520158753 6
29 141476445 2
29 -986693956 2
29 -338573562 2
29 -2120268233 4
29 636068336 10
29 360560109 18
29 967759893 2
28 -536444704 22
28 -1397575913 14
28 829715 37
28 -184718680 24
28 1763645401 39
28 -937835270 20
28 -965727004 20
28 -2001213876 8
28 -117011837 6
28 -1490290043 110
28 1810068987 24
28 1594336948 2
28 -1372666347 24
28 -924131820 4
28 975854509 28
28 2017956090 8
28 714240972 32
28 -1450414337 8
28 -230094400 8
28 -1684225168 20
28 -1751884041 4
28 -163185096 9
28 -76920159 20
28 2047348185 28
28 -79326228 20
28 2140291482 28
28 1348493857 20
28 -9572401 20
28 -678054954 28
28 -572355909 2
28 96637500 2
28 -621375572 28
28 1287402923 12
28 588944483 4
28 366065595 24
28 -1700834738 20
28 -1542215487 8
28 -1525662881 20
28 -497751330 2
28 -1034663085 20
28 -174968422 4
27 -317940969 102
27 1024370415 27
27 753311374 30
27 1013225464 23
27 437615302 8
27 -853564943 27
27 2136472696 41
27 1765174484 6
27 315747263 27
27 1781292196 5
27 -1611658468 10
27 397144992 4
27 412465240 5
27 657700349 3
27 992377408 6
27 -870012855 25
27 1723308148 2
27 825620177 20
27 153755700 2
27 -527868738 10
27 -2032167515 2
27 135381781 30
27 1874473769 4
26 1339053121 66
26 -158387632 2
26 746292341 4
26 -991092747 6
26 -926035941 26
26 -855621764 4
26 938707977 20
26 -616513180 20
26 806204594 20
26 -808399915 4
26 -59692955 2
26 -810796248 28
26 -1051565747 28
26 -538820209 20
26 989508415 12
26 -441161208 20
26 -1547400331 4
26 -476633893 4
26 -1887831093 2
26 1625924199 2
26 1247346770 6
26 -362066345 30
26 -52440404 2
26 -567118112 6
26 -1440545243 18
26 2077351505 6
26 -2141318524 2
26 2028041465 20
26 -42977115 4
26 -1429298547 4
26 -486013412 4
26 -1067287745 2
26 -1700014528 26
25 -558392712 14
25 -1061695913 12
25 -1268846864 2
25 248267201 20
25 -1821263209 2
25 -75635716 15
25 664638331 5
25 1398463153 16
25 -1025576535 26
25 1887182690 2
25 202057261 16
25 -1109515691 8
25 -1189700507 17
25 -1525669133 2
25 1585155379 2
25 1197337381 3
25 2120658437 5
25 -404722912 20
25 -2109696128 3
25 1047309386 2
25 -1608709840 8
25 1426714720 20
25 1669669709 2
25 -2127821744 4
25 -611205731 20
25 -921908262 8
25 1206432781 8
25 -867515862 32
25 251171995 20
25 1843817190 20
25 121857597 28
25 1270653915 8
25 -1669262963 10
25 1899355495 42
24 -2021017670 11
24 1999599353 8
24 1954009010 4
24 1722678059 24
24 -1673978726 4
24 674261821 126
24 -2014974871 24
24 -1008893876 15
24 -2039934122 24
24 778403376 4
24 1756116333 2
24 -195632200 10
24 -2106202098 12
24 -1538213496 20
24 994135963 576
24 -571690671 172
24 496522106 2
24 1042139287 4
24 178883242 16
24 1053885387 18
24 -920841180 24
24 -2140149904 9
24 -154388602 20
24 -1285175277 3
24 -1877124470 20
24 -1896169766 22
24 -707120402 6
24 116185344 23
24 -1918613365 4
24 552512075 3
24 109343233 8
24 -1749399558 2
24 193950514 4
24 -1348859806 20
24 -1837678401 16
24 -1356697188 6
24 -400085228 22
24 224371226 2
24 2030473221 5
24 -296326952 10
24 256213440 4
24 -438645258 2
24 -39191760 2
24 -470286094 8
24 -1192775442 2
24 1443989109 14
24 -164283603 2
24 1780966880 15
24 262769941 28
24 -639888442 2
24 1848827514 2
24 -207236363 20
24 873682815 20
24 -895731493 20
24 -997641559 24
24 1637344689 16
24 -1739764316 14
24 -623939775 22
24 128643559 22
24 -177401046 58
24 2101475794 6
24 855764983 24
24 -1230489625 6
24 1235900938 26
24 -1319600460 22
24 370450296 20
24 -435569462 2
24 56032041 44
24 -59503550 16
23 1133267783 20
23 -1439167191 15
23 -478731322 7
23 -1403797858 8
23 41666160 28
23 1115091660 21
23 686114703 16
23 1650249774 27
23 600396078 16
23 1526100614 10
23 -882989159 8
23 2102479569 2
23 -1755392915 18
23 906584365 7
23 1353626802 20
23 -485753129 2
23 1238907292 3
23 2035088834 5
23 -691302573 25
23 -1255351162 21
23 1728867367 9
23 486072953 12
23 2051620399 18
23 -1084713570 4
23 -1459427097 5
23 616394258 18
23 1491333986 3
23 -1274487097 27
23 -99621568 2
23 318501881 28
23 1709653969 20
23 1211930911 6
23 -146564400 24
23 2127313916 2
22 -221155483 11
22 -1475731931 2
22 523714206 24
22 -97008678 28
22 -724891278 14
22 -1819181400 15
22 -1686686406 20
22 -1787870667 6
22 -1320540337 2
22 -318268801 20
22 -1985051115 15
22 -1655409377 20
22 -1539216601 6
22 -986231370 6
22 -2123135905 16
22 1689590409 12
22 -1236712282 10
22 -1352737354 10
22 -508085654 4
22 -741164998 4
22 -1081164537 2
22 1617303956 20
22 -806365412 12
22 -1058591713 2
22 -338456184 22
22 -1105621434 16
22 1361741125 2
22 1952640411 4
22 1035931385 24
22 -793896915 2
22 1935993415 20
22 493356002 20
22 299633857 2
22 -1956005496 20
22 905544327 4
22 -1545117726 2
22 1749486002 2
22 -582813913 22
22 -1325270447 40
22 -1814149518 20
22 1799824340 44
22 -576289740 10
22 1650270077 22
22 -961797265 20
21 -371204304 14
21 -1598031895 41
21 4455118 14
21 1622271922 42
21 1228593614 10
21 846310766 14
21 1897526938 30
21 690138686 5
21 -233940000 6
21 715848820 21
21 145696394 3
21 -318861776 9
21 696710526 3
21 -1859067405 17
21 -168452207 54
21 -390135133 21
21 -298738296 3
21 -209067280 11
21 -1806803976 13
21 546185022 11
21 684534402 18
21 860338106 3
21 1172912670 16
21 -426278432 8
21 -413717644 3
21 -979687965 4
21 -110072312 7
21 1747478550 22
21 441859888 20
21 -457341272 8
21 -2036024105 20
21 -41601959 6
21 -435622528 20
21 -861272113 10
21 1604722387 4
21 875293927 50
21 1482510531 16
21 -67805792 21
21 -633916257 8
21 478581979 20
21 -1903163745 2
20 1569739427 16
20 907687454 40
20 -1083357104 20
20 1868716346 19
20 -1824407106 20
20 -1282152854 20
20 622039045 20
20 -837465238 20
20 -1506469049 12
20 821008089 16
20 -1895032895 20
20 -1394158670 20
20 898478140 7
20 -6609458 8
20 -722166891 3
20 -2029108273 20
20 -2084823950 20
20 1355129407 2
20 1501000897 20
20 -1083559167 20
20 -1314781213 20
20 -722946695 10
20 -539246082 4
20 1344066503 20
20 1826559951 20
20 -784628419 14
20 -777849135 11
20 -1326614911 20
20 307089067 4
20 1012878125 14
20 1606230144 20
20 625611821 20
20 1530401749 20
20 849724299 36
20 -942794786 12
20 -1833657536 20
20 -1631478910 10
20 -765754987 20
20 192480062 20
20 -217777864 20
20 -161868710 20
20 1165238663 20
20 177434633 16
20 480270597 20
20 -663287953 28
20 277329163 22
20 -584201229 20
20 1732960625 18
20 -316949044 20
20 1722564077 6
20 1712308937 20
20 -167888164 20
20 2022630665 20
20 -486528465 20
20 -975354154 20
20 346350833 2
20 204921779 20
20 -532506913 4
20 -1993305187 20
20 -1323573561 2
20 1154930465 20
20 -423540972 20
20 76208748 6
20 -1150818552 20
20 40350033 2
20 -1193197048 20
20 367716151 20
20 -802815961 10
20 -681131450 20
20 1931255800 20
20 -1927046536 18
20 -1066618397 20
20 -1358658950 10
20 -1794789849 12
20 607588637 20
20 -2032061117 24
20 1254417595 2
20 -1134361043 20
19 -1603624102 13
19 1600831443 19
19 -1381732290 23
19 550039302 10
19 1671041307 12
19 574759914 23
19 148753319 21
19 1306992773 16
19 -511073168 7
19 -1919519095 13
19 -911563136 14
19 1435466344 8
19 1363186461 44
19 683056840 11
19 -1431963605 2
19 -1951462933 3
19 1982840380 2
19 -651478184 113
19 -866619778 8
19 -1898518181 5
19 -1801892872 2
19 327273676 10
19 -1496468494 8
19 -806656711 25
19 1771120691 2
19 1766345948 26
19 2059665525 14
19 -816920463 4
19 -1277517863 2
19 1312582127 20
19 1338649006 24
19 821389469 3
19 -1243997789 20
19 1852108790 2
19 1019579462 2
19 -344479455 2
18 -1692744453 20
18 -477373432 52
18 -110864676 22
18 713568810 21
18 20735739 18
18 2118081222 24
18 204205069 6
18 1979394000 7
18 -1559204778 16
18 -1521412753 20
18 1165973402 10
18 596345558 18
18 1378242426 11
18 -1603809667 2
18 -1749141299 20
18 -2012006106 8
18 2129694860 2
18 147064700 20
18 306389552 8
18 140210297 18
18 -1879094520 8
18 -2130989674 2
18 1800208370 4
18 -103357036 20
18 1504783626 6
18 -727737290 6
18 -1097162145 5
18 -1238580979 18
18 1990765446 20
18 1667663277 2
18 -735764681 2
18 2056626818 6
18 188171628 20
18 78666224 3
18 -1841303368 2
18 904190763 20
18 907820627 20
18 -1666849321 20
18 -1653486336 2
18 -366143794 2
18 -1430604808 22
18 749734525 2
18 790141841 10
18 928717071 20
18 -138339531 2
18 723706905 4
18 -1872686884 20
18 213759392 20
18 -122589063 10
18 -1816784395 22
18 1395602938 8
18 1438834064 8
18 -410719333 18
18 168911419 20
18 260461474 8
18 -2071636561 2
18 735032518 20
18 -557957427 8
18 -1364679845 2
18 -510129684 6
17 -1280552496 17
17 1053719290 15
17 -124924627 26
17 -1228269380 9
17 -1685094248 2
17 711455268 17
17 425462085 15
17 517384870 12
17 429202146 3
17 701034457 17
17 140518573 8
17 775596805 2
17 1045497935 7
17 1980570041 16
17 1056921195 17
17 -320025770 7
17 668280281 20
17 -2011721571 4
17 -1115261146 2
17 861049352 10
17 32108918 4
17 243118229 12
17 -1398174659 2
17 -1510386912 23
17 -1714578662 8
17 -1077380680 4
17 -1602893042 13
17 751099801 3
17 -1314055978 20
17 1148633158 52
17 1449877199 3
17 -561896683 10
17 1737965874 20
17 -1411461763 3
17 937840848 2
16 918088615 16
16 1099532609 2
16 -1773228635 16
16 -858461712 17
16 -1464632131 20
16 -253901162 82
16 1023441972 12
16 -933096379 20
16 -503623477 4
16 1996461817 16
16 -987292549 14
16 -1873661032 10
16 -1557133951 12
16 1620808544 7
16 502926947 13
16 -1323308522 20
16 832962846 9
16 -234404569 2
16 394496755 6
16 1737486047 8
16 -645700610 16
16 -1173690101 24
16 -385295387 21
16 -170940858 10
16 -1892833961 20
16 2022275182 20
16 1397423649 16
16 -1590371500 20
16 427752841 14
16 -1011131972 12
16 1620220459 16
16 1022593890 28
16 -2034580974 4
16 569523989 16
16 -541663594 4
16 1850035364 3
16 -1135158541 12
16 -462643283 4
16 1466830043 16
16 247843399 16
16 -1315414666 8
16 2034399240 16
16 1267500206 4
16 -600207241 20
16 -1272262559 24
16 447313725 20
16 -1635673846 2
16 -2009579469 2
16 -1355529769 4
16 1923182196 9
16 2134551546 4
16 1320414905 10
16 315954750 2
16 1457421834 10
16 1691275939 6
16 1581484706 20
16 709403220 8
16 -760333779 20
16 -1490906259 2
15 1964943212 11
15 -1243451499 15
15 983282366 9
15 1151057849 9
15 1395554596 2
15 431241871 8
15 -704062317 32
15 1780285180 10
15 -1456190882 4
15 -1117159782 13
15 1364834672 17
15 2094139617 2
15 317789241 136
15 1082551830 6
15 -658011306 4
15 1718598264 38
15 46378407 10
15 206292200 3
15 282541231 16
15 -40994004 17
15 1381308377 24
15 2075758087 15
15 -1163484148 2
15 1699665904 62
15 309591788 4
15 339480907 12
15 2127677735 3
15 -1047855766 2
15 1446518719 2
15 2026582371 3
15 1968653736 35
15 584131372 2
15 -1867049792 7
15 -1353503489 2
15 2008473492 2
15 7638518 2
15 724660031 20
15 -1412378903 8
15 1683625338 4
15 2107346425 2
15 1081907196 10
14 1461550671 7
14 598274915 8
14 -237436061 18
14 581066361 6
14 934307606 10
14 -1842740003 8
14 1569557807 16
14 -821660794 6
14 352404313 20
14 -1326796498 27
14 -1993258918 10
14 215938791 5
14 997889021 4
14 891280500 2
14 1045707346 12
14 -1120100969 6
14 1446336882 20
14 187078018 10
14 1055888993 10
14 944449555 6
14 -2063052233 17
14 1833237802 2
14 399863058 53
14 -1845240844 20
14 -587678031 6
14 -1110843271 6
14 -2091184356 8
14 2104499774 2
14 2113631537 6
14 -1106519599 2
14 -358235185 8
14 566203105 4
14 205068929 4
14 1896835828 14
14 -254236468 26
14 555139595 8
14 1103363481 4
14 -1874453214 12
14 -1849812607 20
14 -2027015510 4
14 784205705 2
14 -1509708716 6
14 2089657155 20
14 57134241 2
14 362566317 20
14 -2087643831 2
14 272059083 2
14 -1098849676 4
14 889972027 2
14 -103192352 4
14 -1485762751 2
14 1886339655 24
14 1758606801 10
14 1861366083 4
14 1476731749 20
13 160330602 16
13 441656044 14
13 1613380372 6
13 1137130636 549
13 -691668620 13
13 -1534860971 13
13 1066195620 9
13 1822688746 4
13 160216155 5
13 1584976685 9
13 -48165657 15
13 -2001115136 10
13 -1801812106 7
13 -1544467581 12
13 -642773014 4
13 -1141964291 10
13 -536608411 8
13 2032696359 9
13 -971796299 5
13 579505398 5
13 199862640 7
13 -29351355 17
13 971632698 7
13 1358747706 7
13 -2064229616 7
13 865222136 13
13 472068198 20
13 18182467 201
13 -550045522 5
13 1119880374 16
13 -1633936865 2
13 -1676664674 8
13 436360036 7
13 1012399051 5
13 891799687 7
13 1633808714 20
13 -1430986885 10
13 -1300252448 6
13 2145686128 5
13 322181794 4
13 636535346 2
13 -931917639 9
13 -950233970 236
13 1268748736 4
13 -1947234524 2
13 1596222906 2
13 2687472 2
13 -595744960 20
13 1337160411 8
12 1769434877 20
12 -2049582487 12
12 385053928 12
12 1019165160 12
12 1142458394 6
12 -1979953949 6
12 -467691349 12
12 -2144899613 8
12 -1844291406 10
12 868325647 20
12 -1059773712 5
12 1570758445 12
12 -357586772 20
12 -179686592 12
12 -56662921 8
12 70584651 10
12 487060830 8
12 138177106 14
12 -205466595 12
12 200552474 12
12 2121040557 12
12 101410363 4
12 716335266 10
12 -1213842164 6
12 303920185 2
12 350137555 12
12 -547642 9
12 916080716 30
12 1014772791 4
12 -1005553189 2
12 -1337068468 12
12 -1003850111 12
12 351085181 8
12 844571667 8
12 -1327349328 12
12 -476013235 20
12 -11128849 24
12 338802883 2
12 1541411303 20
12 -749401944 12
12 1706593305 2
12 171326058 2
12 -282237088 2
12 1782963970 2
12 1433739669 16
12 -36527298 3
12 1669274882 20
12 1655619751 6
12 578162463 4
12 -983364623 2
12 -1703926900 12
12 221723984 4
12 1714824519 16
12 2052678355 28
12 -323920054 2
12 -371836254 12
12 -612918961 10
12 986793879 12
12 1816088959 2
12 341279721 2
12 1853911465 4
12 304516020 3
12 259178249 12
12 -1314144314 12
12 310002082 36
12 -383002023 8
12 63341450 2
12 145229977 2
12 -290754217 2
12 295053352 20
12 -1628604786 2
12 515171997 4
12 -1642742053 2
12 797406002 2
12 691274233 8
12 -1900306620 12
11 -1248992907 13
11 -622954402 18
11 -719981713 13
11 1610169439 7
11 -511484488 14
11 315917134 5
11 1642611734 11
11 2002109211 2
11 -1328644031 16
11 966611692 4
11 1708838638 2
11 -2049378560 8
11 1242468175 2
11 1807972874 11
11 1257721898 6
11 708440549 22
11 -1293255187 11
11 -438784381 11
11 2093616333 4
11 -1985532721 9
11 -1819298999 7
11 -2114329448 9
11 481500786 3
11 1838838274 7
11 722532158 15
11 1792166203 10
11 -44238302 5
11 1700447415 4
11 793846786 11
11 1148721265 15
11 -1381488240 15
11 -1595499371 13
11 -1376508542 8
11 621518706 4
11 491643530 55
11 1823927221 5
11 457140892 4
11 1612801087 5
11 355391909 12
11 1720350173 7
11 594731478 8
11 288762839 4
11 2136751431 8
11 -1068913171 8
11 2088799155 13
11 -1658490299 6
11 1896288465 22
11 -339533607 20
11 -795623115 8
11 827406046 2
11 -8853522 6
